timestamp,server,location,ip_address,download_speed_mbps,total_data_received_mb,upload_speed_mbps,total_data_sent_mb,latency_ms,jitter_ms,packet_loss_percent
2024-09-21 15:57:39,Summary,Summary,N/A,0.0,0.0,0.0,0.0,68.536,14.163101002252297,0.0
2024-09-21 15:57:40,Summary,Summary,N/A,0.0,0.0,0.0,0.0,68.536,14.163101002252297,0.0
2024-09-21 15:57:41,Summary,Summary,N/A,0.0,0.0,0.0,0.0,103.732,11.276978667594978,0.0
2024-09-21 15:57:42,Summary,Summary,N/A,0.0,0.0,0.0,0.0,103.732,11.276978667594978,0.0
2024-09-21 15:57:43,Summary,Summary,N/A,0.0,0.0,0.0,0.0,143.858,13.224268378400888,0.0
2024-09-21 15:57:44,Summary,Summary,N/A,0.0,0.0,0.0,0.0,143.858,13.224268378400888,0.0
2024-09-21 15:57:45,Summary,Summary,N/A,0.0,0.0,0.0,0.0,187.1355,15.780174714310228,0.0
2024-09-21 15:57:46,Summary,Summary,N/A,0.0,0.0,0.0,0.0,187.1355,15.780174714310228,0.0
2024-09-21 15:57:47,Summary,Summary,N/A,0.0,0.0,0.0,0.0,198.086,18.657436946293792,0.0
2024-09-21 15:57:48,Summary,Summary,N/A,0.0,0.0,0.0,0.0,198.086,18.657436946293792,0.0
2024-09-21 15:57:49,Summary,Summary,N/A,0.0,0.0,0.0,0.0,192.55966666666666,17.87300073677475,0.0
2024-09-21 15:57:50,Summary,Summary,N/A,0.0,0.0,0.0,0.0,192.55966666666666,17.87300073677475,0.0
2024-09-21 15:57:51,Summary,Summary,N/A,0.0,0.0,0.0,0.0,180.61314285714286,16.790646733521783,0.0
2024-09-21 15:57:52,Summary,Summary,N/A,0.0,0.0,0.0,0.0,169.074,16.356664092494313,0.0
2024-09-21 15:57:53,Summary,Summary,N/A,0.0,0.0,0.0,0.0,169.074,16.356664092494313,0.0
2024-09-21 15:57:54,Summary,Summary,N/A,0.0,0.0,0.0,0.0,158.17111111111112,14.886941019533452,0.0
2024-09-21 15:57:55,Summary,Summary,N/A,0.0,0.0,0.0,0.0,146.6864,14.026207346269686,0.0
2024-09-21 15:57:56,Summary,Summary,N/A,0.0,0.0,0.0,0.0,137.5878181818182,12.915576981590164,0.0
2024-09-21 15:57:57,Summary,Summary,N/A,0.0,0.0,0.0,0.0,129.81383333333332,12.26493321636985,0.0
2024-09-21 15:57:58,Summary,Summary,N/A,0.0,0.0,0.0,0.0,129.81383333333332,12.26493321636985,0.0
2024-09-21 15:57:59,Summary,Summary,N/A,0.0,0.0,0.0,0.0,123.24476923076924,12.242652035675235,0.0
2024-09-21 15:58:00,Summary,Summary,N/A,0.0,0.0,0.0,0.0,117.37242857142857,11.733614634486246,0.0
2024-09-21 15:58:01,Summary,Summary,N/A,0.0,0.0,0.0,0.0,112.19653333333333,11.285943233083167,0.0
2024-09-21 15:58:02,Summary,Summary,N/A,0.0,0.0,0.0,0.0,108.938875,11.074050266488747,0.0
2024-09-21 15:58:03,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.92941176470588,10.5660512424108,0.0
2024-09-21 15:58:04,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.92941176470588,10.5660512424108,0.0
2024-09-21 15:58:05,Summary,Summary,N/A,0.0,0.0,0.0,0.0,101.21366666666667,10.235662627868528,0.0
2024-09-21 15:58:06,Summary,Summary,N/A,0.0,0.0,0.0,0.0,97.98505263157895,10.205038266930119,0.0
2024-09-21 15:58:07,Summary,Summary,N/A,0.0,0.0,0.0,0.0,95.506,10.307229779542288,0.0
2024-09-21 15:58:08,Summary,Summary,N/A,0.0,0.0,0.0,0.0,92.5187619047619,9.884335844789058,0.0
2024-09-21 15:58:09,Summary,Summary,N/A,0.0,0.0,0.0,0.0,90.10863636363636,9.508407742477328,0.0
2024-09-21 15:58:10,Summary,Summary,N/A,0.0,0.0,0.0,0.0,90.10863636363636,9.508407742477328,0.0
2024-09-21 15:58:11,Summary,Summary,N/A,0.0,0.0,0.0,0.0,87.44069565217391,9.225297770017901,0.0
2024-09-21 15:58:12,Summary,Summary,N/A,0.0,0.0,0.0,0.0,85.35225,9.236714024102392,0.0
2024-09-21 15:58:13,Summary,Summary,N/A,0.0,0.0,0.0,0.0,85.35225,9.236714024102392,0.0
2024-09-21 15:58:14,Summary,Summary,N/A,0.0,0.0,0.0,0.0,85.35225,9.236714024102392,0.0
2024-09-21 15:58:15,Summary,Summary,N/A,0.0,0.0,0.0,0.0,83.30956,9.264951217015037,0.7999999999999998
2024-09-21 15:58:16,Summary,Summary,N/A,0.0,0.0,0.0,0.0,81.97073076923077,9.114499964743937,0.769230769230769
2024-09-21 15:58:17,Summary,Summary,N/A,0.0,0.0,0.0,0.0,80.53344444444444,8.891556149857006,0.7407407407407406
2024-09-21 15:58:18,Summary,Summary,N/A,0.0,0.0,0.0,0.0,80.53344444444444,8.891556149857006,0.7407407407407406
2024-09-21 15:58:19,Summary,Summary,N/A,0.0,0.0,0.0,0.0,81.16896428571428,9.02821983764597,0.7142857142857142
2024-09-21 15:58:20,Summary,Summary,N/A,0.0,0.0,0.0,0.0,82.22893103448276,9.262688519057333,0.6896551724137929
2024-09-21 15:58:21,Summary,Summary,N/A,0.0,0.0,0.0,0.0,82.22893103448276,9.262688519057333,0.6896551724137929
2024-09-21 15:58:22,Summary,Summary,N/A,0.0,0.0,0.0,0.0,85.02483333333333,9.45391899046889,0.6666666666666665
2024-09-21 15:58:23,Summary,Summary,N/A,0.0,0.0,0.0,0.0,85.02483333333333,9.45391899046889,0.6666666666666665
2024-09-21 15:58:24,Summary,Summary,N/A,0.0,0.0,0.0,0.0,87.0251935483871,9.592818652117456,0.6451612903225805
2024-09-21 15:58:25,Summary,Summary,N/A,0.0,0.0,0.0,0.0,87.0251935483871,9.592818652117456,0.6451612903225805
2024-09-21 15:58:26,Summary,Summary,N/A,0.0,0.0,0.0,0.0,93.16053125,10.518437668471263,0.6249999999999999
2024-09-21 15:58:27,Summary,Summary,N/A,0.0,0.0,0.0,0.0,93.16053125,10.518437668471263,0.6249999999999999
2024-09-21 15:58:28,Summary,Summary,N/A,0.0,0.0,0.0,0.0,93.16053125,10.518437668471263,0.6249999999999999
2024-09-21 15:58:29,Summary,Summary,N/A,0.0,0.0,0.0,0.0,100.73233333333333,11.837645397785204,0.606060606060606
2024-09-21 15:58:30,Summary,Summary,N/A,0.0,0.0,0.0,0.0,100.73233333333333,11.837645397785204,0.606060606060606
2024-09-21 15:58:31,Summary,Summary,N/A,0.0,0.0,0.0,0.0,105.08185294117646,14.028210321840293,0.588235294117647
2024-09-21 15:58:32,Summary,Summary,N/A,0.0,0.0,0.0,0.0,105.08185294117646,14.028210321840293,0.588235294117647
2024-09-21 15:58:33,Summary,Summary,N/A,0.0,0.0,0.0,0.0,107.93311428571428,14.573569474910785,0.5714285714285713
2024-09-21 15:58:34,Summary,Summary,N/A,0.0,0.0,0.0,0.0,107.93311428571428,14.573569474910785,0.5714285714285713
2024-09-21 15:58:35,Summary,Summary,N/A,0.0,0.0,0.0,0.0,108.28691666666667,15.519769733358455,0.5555555555555555
2024-09-21 15:58:36,Summary,Summary,N/A,0.0,0.0,0.0,0.0,107.91878378378378,15.785143113715662,0.5405405405405405
2024-09-21 15:58:37,Summary,Summary,N/A,0.0,0.0,0.0,0.0,107.91878378378378,15.785143113715662,0.5405405405405405
2024-09-21 15:58:38,Summary,Summary,N/A,0.0,0.0,0.0,0.0,110.02371052631578,15.700939490629906,0.5263157894736841
2024-09-21 15:58:39,Summary,Summary,N/A,0.0,0.0,0.0,0.0,110.02371052631578,15.700939490629906,0.5263157894736841
2024-09-21 15:58:40,Summary,Summary,N/A,0.0,0.0,0.0,0.0,110.02371052631578,15.700939490629906,0.5263157894736841
2024-09-21 15:58:41,Summary,Summary,N/A,0.0,0.0,0.0,0.0,113.21992307692308,17.174290437463295,0.5128205128205128
2024-09-21 15:58:42,Summary,Summary,N/A,0.0,0.0,0.0,0.0,113.21992307692308,17.174290437463295,0.5128205128205128
2024-09-21 15:58:43,Summary,Summary,N/A,0.0,0.0,0.0,0.0,113.21992307692308,17.174290437463295,0.5128205128205128
2024-09-21 15:58:44,Summary,Summary,N/A,0.0,0.0,0.0,0.0,113.21992307692308,17.174290437463295,0.5128205128205128
2024-09-21 15:58:45,Summary,Summary,N/A,0.0,0.0,0.0,0.0,125.411525,20.49343743906264,0.4999999999999999
2024-09-21 15:58:46,Summary,Summary,N/A,0.0,0.0,0.0,0.0,125.411525,20.49343743906264,0.4999999999999999
2024-09-21 15:58:47,Summary,Summary,N/A,0.0,0.0,0.0,0.0,125.411525,20.49343743906264,0.4999999999999999
2024-09-21 15:58:48,Summary,Summary,N/A,0.0,0.0,0.0,0.0,133.47251219512196,22.547226798769017,0.4878048780487804
2024-09-21 15:58:49,Summary,Summary,N/A,0.0,0.0,0.0,0.0,133.47251219512196,22.547226798769017,0.4878048780487804
2024-09-21 15:58:50,Summary,Summary,N/A,0.0,0.0,0.0,0.0,133.47251219512196,22.547226798769017,0.4878048780487804
2024-09-21 15:58:51,Summary,Summary,N/A,0.0,0.0,0.0,0.0,140.28735714285713,23.615914497734657,0.4761904761904761
2024-09-21 15:58:52,Summary,Summary,N/A,0.0,0.0,0.0,0.0,140.28735714285713,23.615914497734657,0.4761904761904761
2024-09-21 15:58:53,Summary,Summary,N/A,0.0,0.0,0.0,0.0,140.28735714285713,23.615914497734657,0.4761904761904761
2024-09-21 15:58:54,Summary,Summary,N/A,0.0,0.0,0.0,0.0,148.78081395348838,24.91752835571292,0.4651162790697674
2024-09-21 15:58:55,Summary,Summary,N/A,0.0,0.0,0.0,0.0,148.78081395348838,24.91752835571292,0.4651162790697674
2024-09-21 15:58:56,Summary,Summary,N/A,0.0,0.0,0.0,0.0,148.78081395348838,24.91752835571292,0.4651162790697674
2024-09-21 15:58:57,Summary,Summary,N/A,0.0,0.0,0.0,0.0,148.78081395348838,24.91752835571292,0.4651162790697674
2024-09-21 15:58:58,Summary,Summary,N/A,0.0,0.0,0.0,0.0,158.03220454545453,27.47964976152765,0.4545454545454545
2024-09-21 15:58:59,Summary,Summary,N/A,0.0,0.0,0.0,0.0,158.03220454545453,27.47964976152765,0.4545454545454545
2024-09-21 15:59:00,Summary,Summary,N/A,0.0,0.0,0.0,0.0,158.03220454545453,27.47964976152765,0.4545454545454545
2024-09-21 15:59:01,Summary,Summary,N/A,0.0,0.0,0.0,0.0,158.03220454545453,27.47964976152765,0.4545454545454545
2024-09-21 15:59:02,Summary,Summary,N/A,0.0,0.0,0.0,0.0,165.55802222222223,30.907492166385403,0.44444444444444436
2024-09-21 15:59:03,Summary,Summary,N/A,0.0,0.0,0.0,0.0,165.55802222222223,30.907492166385403,0.44444444444444436
2024-09-21 15:59:04,Summary,Summary,N/A,0.0,0.0,0.0,0.0,166.72584782608695,31.741491914233595,0.4347826086956521
2024-09-21 15:59:05,Summary,Summary,N/A,0.0,0.0,0.0,0.0,166.72584782608695,31.741491914233595,0.4347826086956521
2024-09-21 15:59:06,Summary,Summary,N/A,0.0,0.0,0.0,0.0,166.3885744680851,31.205866437056493,0.42553191489361697
2024-09-21 15:59:07,Summary,Summary,N/A,0.0,0.0,0.0,0.0,164.4526875,30.762527809694493,0.4166666666666666
2024-09-21 15:59:08,Summary,Summary,N/A,0.0,0.0,0.0,0.0,161.8662244897959,30.27508260043103,0.4081632653061224
2024-09-21 15:59:09,Summary,Summary,N/A,0.0,0.0,0.0,0.0,159.75898,29.81702372376254,0.3999999999999999
2024-09-21 15:59:10,Summary,Summary,N/A,0.0,0.0,0.0,0.0,159.75898,29.81702372376254,0.3999999999999999
2024-09-21 15:59:11,Summary,Summary,N/A,0.0,0.0,0.0,0.0,157.25739215686275,29.35522073757434,0.392156862745098
2024-09-21 15:59:12,Summary,Summary,N/A,0.0,0.0,0.0,0.0,155.0495576923077,28.910036310079704,0.3846153846153845
2024-09-21 15:59:13,Summary,Summary,N/A,0.0,0.0,0.0,0.0,152.74009433962263,28.387878376161723,0.37735849056603765
2024-09-21 15:59:14,Summary,Summary,N/A,0.0,0.0,0.0,0.0,150.68212962962963,28.002043790215836,0.3703703703703703
2024-09-21 15:59:15,Summary,Summary,N/A,0.0,0.0,0.0,0.0,148.6439090909091,27.69411842736221,0.3636363636363636
2024-09-21 15:59:16,Summary,Summary,N/A,0.0,0.0,0.0,0.0,148.6439090909091,27.69411842736221,0.3636363636363636
2024-09-21 15:59:17,Summary,Summary,N/A,0.0,0.0,0.0,0.0,146.60126785714286,27.294536415095333,0.3571428571428571
2024-09-21 15:59:18,Summary,Summary,N/A,0.0,0.0,0.0,0.0,144.91892982456142,26.908603894266687,0.35087719298245607
2024-09-21 15:59:19,Summary,Summary,N/A,0.0,0.0,0.0,0.0,143.24591379310345,26.625387536469045,0.34482758620689646
2024-09-21 15:59:20,Summary,Summary,N/A,0.0,0.0,0.0,0.0,141.67713559322033,26.383682279814852,0.33898305084745756
2024-09-21 15:59:21,Summary,Summary,N/A,0.0,0.0,0.0,0.0,141.67713559322033,26.383682279814852,0.33898305084745756
2024-09-21 15:59:22,Summary,Summary,N/A,0.0,0.0,0.0,0.0,140.29935,26.08121676401537,0.33333333333333326
2024-09-21 15:59:23,Summary,Summary,N/A,0.0,0.0,0.0,0.0,139.8938524590164,25.874056253304275,0.3278688524590163
2024-09-21 15:59:24,Summary,Summary,N/A,0.0,0.0,0.0,0.0,139.8938524590164,25.874056253304275,0.3278688524590163
2024-09-21 15:59:25,Summary,Summary,N/A,0.0,0.0,0.0,0.0,139.4785,25.552799223115347,0.32258064516129026
2024-09-21 15:59:26,Summary,Summary,N/A,0.0,0.0,0.0,0.0,138.2614126984127,25.393982276777766,0.3174603174603174
2024-09-21 15:59:27,Summary,Summary,N/A,0.0,0.0,0.0,0.0,137.201546875,25.157654496412952,0.31249999999999994
2024-09-21 15:59:28,Summary,Summary,N/A,0.0,0.0,0.0,0.0,137.201546875,25.157654496412952,0.31249999999999994
2024-09-21 15:59:29,Summary,Summary,N/A,0.0,0.0,0.0,0.0,136.32164615384616,24.946203531149376,0.30769230769230765
2024-09-21 15:59:30,Summary,Summary,N/A,0.0,0.0,0.0,0.0,135.74077272727274,24.702046406916214,0.303030303030303
2024-09-21 15:59:31,Summary,Summary,N/A,0.0,0.0,0.0,0.0,134.34237313432837,24.39250294151233,0.29850746268656714
2024-09-21 15:59:32,Summary,Summary,N/A,0.0,0.0,0.0,0.0,134.34237313432837,24.39250294151233,0.29850746268656714
2024-09-21 15:59:33,Summary,Summary,N/A,0.0,0.0,0.0,0.0,133.39895588235294,24.15908175249135,0.2941176470588235
2024-09-21 15:59:34,Summary,Summary,N/A,0.0,0.0,0.0,0.0,132.68015942028987,24.02161247558774,0.28985507246376807
2024-09-21 15:59:35,Summary,Summary,N/A,0.0,0.0,0.0,0.0,132.68015942028987,24.02161247558774,0.28985507246376807
2024-09-21 15:59:36,Summary,Summary,N/A,0.0,0.0,0.0,0.0,131.93715714285713,23.792992046827614,0.28571428571428564
2024-09-21 15:59:37,Summary,Summary,N/A,0.0,0.0,0.0,0.0,131.93715714285713,23.792992046827614,0.28571428571428564
2024-09-21 15:59:38,Summary,Summary,N/A,0.0,0.0,0.0,0.0,132.5028028169014,23.652560244773873,0.2816901408450704
2024-09-21 15:59:39,Summary,Summary,N/A,0.0,0.0,0.0,0.0,132.5028028169014,23.652560244773873,0.2816901408450704
2024-09-21 15:59:40,Summary,Summary,N/A,0.0,0.0,0.0,0.0,133.5769861111111,23.555649979421695,0.27777777777777773
2024-09-21 15:59:41,Summary,Summary,N/A,0.0,0.0,0.0,0.0,133.5769861111111,23.555649979421695,0.27777777777777773
2024-09-21 15:59:42,Summary,Summary,N/A,0.0,0.0,0.0,0.0,136.7088904109589,23.73332104795164,0.27397260273972596
2024-09-21 15:59:43,Summary,Summary,N/A,0.0,0.0,0.0,0.0,136.7088904109589,23.73332104795164,0.27397260273972596
2024-09-21 15:59:44,Summary,Summary,N/A,0.0,0.0,0.0,0.0,136.6213108108108,23.61473276268285,0.27027027027027023
2024-09-21 15:59:45,Summary,Summary,N/A,0.0,0.0,0.0,0.0,136.6213108108108,23.61473276268285,0.27027027027027023
2024-09-21 15:59:46,Summary,Summary,N/A,0.0,0.0,0.0,0.0,136.22172,23.72038450130188,0.2666666666666666
2024-09-21 15:59:47,Summary,Summary,N/A,0.0,0.0,0.0,0.0,135.63977631578948,23.593925606495883,0.26315789473684204
2024-09-21 15:59:48,Summary,Summary,N/A,0.0,0.0,0.0,0.0,134.26206493506493,23.378376543668058,0.2597402597402597
2024-09-21 15:59:49,Summary,Summary,N/A,0.0,0.0,0.0,0.0,132.9110641025641,23.141936512237518,0.2564102564102564
2024-09-21 15:59:50,Summary,Summary,N/A,0.0,0.0,0.0,0.0,132.9110641025641,23.141936512237518,0.2564102564102564
2024-09-21 15:59:51,Summary,Summary,N/A,0.0,0.0,0.0,0.0,132.9110641025641,23.141936512237518,0.2564102564102564
2024-09-21 15:59:52,Summary,Summary,N/A,0.0,0.0,0.0,0.0,131.59250632911392,22.880737269162275,0.5063291139240506
2024-09-21 15:59:53,Summary,Summary,N/A,0.0,0.0,0.0,0.0,131.59250632911392,22.880737269162275,0.5063291139240506
2024-09-21 15:59:54,Summary,Summary,N/A,0.0,0.0,0.0,0.0,130.387225,22.654655678918154,0.4999999999999999
2024-09-21 15:59:55,Summary,Summary,N/A,0.0,0.0,0.0,0.0,129.20716049382716,22.410458201152416,0.4938271604938271
2024-09-21 15:59:56,Summary,Summary,N/A,0.0,0.0,0.0,0.0,128.34309756097562,22.282818974440534,0.4878048780487804
2024-09-21 15:59:57,Summary,Summary,N/A,0.0,0.0,0.0,0.0,127.766578313253,22.10789645042069,0.48192771084337344
2024-09-21 15:59:58,Summary,Summary,N/A,0.0,0.0,0.0,0.0,127.766578313253,22.10789645042069,0.48192771084337344
2024-09-21 15:59:59,Summary,Summary,N/A,0.0,0.0,0.0,0.0,127.01995238095238,22.058812107530084,0.4761904761904761
2024-09-21 16:00:00,Summary,Summary,N/A,0.0,0.0,0.0,0.0,125.89218823529411,21.822103214073806,0.4705882352941176
2024-09-21 16:00:01,Summary,Summary,N/A,0.0,0.0,0.0,0.0,124.75832558139535,21.595789955621356,0.4651162790697674
2024-09-21 16:00:02,Summary,Summary,N/A,0.0,0.0,0.0,0.0,123.702,21.426089408518422,0.4597701149425287
2024-09-21 16:00:03,Summary,Summary,N/A,0.0,0.0,0.0,0.0,123.702,21.426089408518422,0.4597701149425287
2024-09-21 16:00:04,Summary,Summary,N/A,0.0,0.0,0.0,0.0,123.20638636363637,21.38776556989239,0.4545454545454545
2024-09-21 16:00:05,Summary,Summary,N/A,0.0,0.0,0.0,0.0,122.15593258426966,21.183950618604822,0.44943820224719094
2024-09-21 16:00:06,Summary,Summary,N/A,0.0,0.0,0.0,0.0,121.1672,21.018034809656577,0.44444444444444436
2024-09-21 16:00:07,Summary,Summary,N/A,0.0,0.0,0.0,0.0,120.19356043956044,20.81105701173254,0.4395604395604395
2024-09-21 16:00:08,Summary,Summary,N/A,0.0,0.0,0.0,0.0,119.33130434782609,20.68111254653366,0.4347826086956521
2024-09-21 16:00:09,Summary,Summary,N/A,0.0,0.0,0.0,0.0,118.33055913978495,20.500985354094862,0.4301075268817204
2024-09-21 16:00:10,Summary,Summary,N/A,0.0,0.0,0.0,0.0,118.33055913978495,20.500985354094862,0.4301075268817204
2024-09-21 16:00:11,Summary,Summary,N/A,0.0,0.0,0.0,0.0,117.3751914893617,20.337316725677205,0.42553191489361697
2024-09-21 16:00:12,Summary,Summary,N/A,0.0,0.0,0.0,0.0,116.50221052631579,20.178789111542187,0.4210526315789473
2024-09-21 16:00:13,Summary,Summary,N/A,0.0,0.0,0.0,0.0,115.6225,20.022614279196144,0.4166666666666666
2024-09-21 16:00:14,Summary,Summary,N/A,0.0,0.0,0.0,0.0,114.73750515463918,19.88689446856303,0.4123711340206185
2024-09-21 16:00:15,Summary,Summary,N/A,0.0,0.0,0.0,0.0,114.73750515463918,19.88689446856303,0.4123711340206185
2024-09-21 16:00:16,Summary,Summary,N/A,0.0,0.0,0.0,0.0,114.38748979591837,20.058177566117667,0.4081632653061224
2024-09-21 16:00:17,Summary,Summary,N/A,0.0,0.0,0.0,0.0,113.54438383838384,19.92876102749674,0.404040404040404
2024-09-21 16:00:18,Summary,Summary,N/A,0.0,0.0,0.0,0.0,112.73144,19.819023096171506,0.3999999999999999
2024-09-21 16:00:19,Summary,Summary,N/A,0.0,0.0,0.0,0.0,111.89033663366337,19.66006477828467,0.39603960396039595
2024-09-21 16:00:20,Summary,Summary,N/A,0.0,0.0,0.0,0.0,111.06719607843138,19.515677229921977,0.392156862745098
2024-09-21 16:00:21,Summary,Summary,N/A,0.0,0.0,0.0,0.0,110.22720388349515,19.346055550246334,0.38834951456310673
2024-09-21 16:00:22,Summary,Summary,N/A,0.0,0.0,0.0,0.0,109.40040384615385,19.18756980477665,0.3846153846153845
2024-09-21 16:00:23,Summary,Summary,N/A,0.0,0.0,0.0,0.0,108.58607619047619,19.01817077108966,0.3809523809523809
2024-09-21 16:00:24,Summary,Summary,N/A,0.0,0.0,0.0,0.0,108.58607619047619,19.01817077108966,0.3809523809523809
2024-09-21 16:00:25,Summary,Summary,N/A,0.0,0.0,0.0,0.0,107.80832075471699,18.876356873630627,0.37735849056603765
2024-09-21 16:00:26,Summary,Summary,N/A,0.0,0.0,0.0,0.0,107.1475140186916,18.730416879621394,0.3738317757009345
2024-09-21 16:00:27,Summary,Summary,N/A,0.0,0.0,0.0,0.0,106.69166666666666,18.594038167427975,0.3703703703703703
2024-09-21 16:00:28,Summary,Summary,N/A,0.0,0.0,0.0,0.0,106.12207339449542,18.453381957659484,0.3669724770642201
2024-09-21 16:00:29,Summary,Summary,N/A,0.0,0.0,0.0,0.0,106.12207339449542,18.453381957659484,0.3669724770642201
2024-09-21 16:00:30,Summary,Summary,N/A,0.0,0.0,0.0,0.0,105.71409090909091,18.33004596738188,0.3636363636363636
2024-09-21 16:00:31,Summary,Summary,N/A,0.0,0.0,0.0,0.0,105.32511711711712,18.187220806493603,0.3603603603603603
2024-09-21 16:00:32,Summary,Summary,N/A,0.0,0.0,0.0,0.0,105.04419642857142,18.061168784148343,0.3571428571428571
2024-09-21 16:00:33,Summary,Summary,N/A,0.0,0.0,0.0,0.0,105.04419642857142,18.061168784148343,0.3571428571428571
2024-09-21 16:00:34,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.72895575221239,17.99182797575833,0.3539823008849557
2024-09-21 16:00:35,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.48440350877193,17.879250482953797,0.35087719298245607
2024-09-21 16:00:36,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.31909565217391,17.775742904970194,0.3478260869565217
2024-09-21 16:00:37,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.31909565217391,17.775742904970194,0.3478260869565217
2024-09-21 16:00:38,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.38977586206897,17.71000678678791,0.34482758620689646
2024-09-21 16:00:39,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.24553846153846,17.612197677820827,0.34188034188034183
2024-09-21 16:00:40,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.24553846153846,17.612197677820827,0.34188034188034183
2024-09-21 16:00:41,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.24671186440678,17.52421003889906,0.33898305084745756
2024-09-21 16:00:42,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.1924705882353,17.48195915007088,0.3361344537815125
2024-09-21 16:00:43,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.1924705882353,17.48195915007088,0.3361344537815125
2024-09-21 16:00:44,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.2263,17.43326673158113,0.33333333333333326
2024-09-21 16:00:45,Summary,Summary,N/A,0.0,0.0,0.0,0.0,104.2263,17.43326673158113,0.33333333333333326
